,ZIP,State,Lat,Lng,Size,Tract,State_code,County,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!Less than $10 000,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$10 000 to $14 999,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$15 000 to $24 999,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$25 000 to $34 999,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$35 000 to $49 999,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$50 000 to $74 999,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$75 000 to $99 999,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$100 000 to $149 999,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$150 000 to $199 999,Percent Estimate!!INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Total households!!$200 000 or more
983,92592,CA,33.5,-117.0,1,043239,06,065,3.6,3.2,9.5,10.9,9.1,11.2,5.4,19.9,10.5,16.6
984,92618,CA,33.67,-117.74,1,052404,06,059,0.0,0.0,0.0,0.0,0.0,0.0,71.9,10.4,0.0,17.7
985,92626,CA,33.68,-117.9,1,063903,06,059,3.4,0.7,4.3,5.7,18.0,7.2,13.5,26.5,10.5,10.1
986,92627,CA,33.65,-117.92,1,063702,06,059,3.9,3.8,10.2,18.8,7.6,23.8,8.9,10.7,7.1,5.2
987,92629,CA,33.48,-117.71,1,042338,06,059,2.3,4.3,3.3,8.7,8.1,13.1,7.6,17.8,15.3,19.4
988,92656,CA,33.56,-117.73,6,062639,06,059,3.0,2.2,3.3,5.4,4.7,12.1,11.3,23.4,16.4,18.2
989,92672,CA,33.3,-117.5,1,990100,06,073,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
990,92677,CA,33.53,-117.71,4,042319,06,059,4.0,0.0,2.7,1.0,7.8,8.9,18.5,13.0,10.8,33.3
991,92679,CA,33.6,-117.5,1,032041,06,059,3.9,1.0,3.4,4.2,7.6,16.4,16.1,10.7,13.8,22.9
992,92691,CA,33.61,-117.67,5,032002,06,059,0.7,0.0,0.9,6.1,5.2,7.3,11.6,25.6,19.6,22.8
993,92692,CA,33.6,-117.65,1,032020,06,059,1.6,1.2,3.9,5.3,8.1,6.6,11.3,23.1,18.3,20.6
994,92705,CA,33.74,-117.81,1,075506,06,059,2.9,3.5,4.2,5.8,9.6,17.4,17.5,19.1,12.1,7.8
995,92821,CA,33.93,-117.89,1,001506,06,059,2.0,6.6,10.6,9.2,6.1,19.9,13.9,9.2,10.0,12.4
996,92860,CA,33.93,-117.55,1,040812,06,065,2.3,9.9,11.5,4.5,6.6,14.9,9.8,24.4,12.2,3.7
997,92870,CA,33.88,-117.85,1,011715,06,059,5.1,0.4,5.6,7.4,6.8,16.3,15.6,15.1,12.6,15.0
998,93012,CA,34.2,-119.0,2,005600,06,111,3.9,4.6,7.4,4.5,12.9,15.5,10.1,19.6,8.5,12.9
999,93103,CA,34.43,-119.68,1,000801,06,083,5.2,7.4,3.9,2.1,11.7,14.9,20.9,17.9,6.4,9.8
1000,93309,CA,35.35,-119.06,1,002812,06,029,8.5,8.7,20.6,15.3,16.1,13.7,9.8,5.4,1.9,0.0
1001,93401,CA,35.2,-120.6,1,012302,06,079,6.9,2.5,3.3,3.5,10.0,12.8,13.9,22.3,13.6,11.3
1002,93422,CA,35.5,-120.7,1,012704,06,079,4.6,3.4,4.3,5.1,7.5,18.9,9.4,23.7,11.0,12.1
1003,93436,CA,34.6,-120.4,1,003102,06,083,0.1,2.0,6.8,9.4,8.8,19.8,19.2,16.1,12.7,5.1
1004,93453,CA,35.3,-120.1,2,012702,06,079,7.2,2.6,5.0,9.5,11.0,12.6,15.0,17.4,5.9,13.9
1005,93455,CA,34.8,-120.4,2,002006,06,083,1.1,0.2,8.4,7.5,6.5,14.3,15.6,13.9,11.7,20.8
1006,93514,CA,37.5,-118.3,1,000101,06,051,4.0,3.0,8.3,6.2,14.7,21.8,14.0,14.9,9.5,3.6
1007,93536,CA,34.7,-118.5,1,920102,06,037,7.5,6.5,6.3,14.0,8.3,6.0,12.3,19.1,9.8,10.1
1008,93550,CA,34.5,-118.1,1,910812,06,037,5.3,6.9,9.9,6.1,2.3,19.8,20.6,19.1,7.6,2.3
1009,93555,CA,35.6,-117.7,1,005403,06,029,8.9,3.9,13.2,9.2,11.3,18.0,13.9,12.2,5.2,4.3
1010,93619,CA,36.9,-119.6,1,006405,06,019,5.7,7.0,4.5,9.3,7.9,22.3,8.0,23.5,9.0,2.7
1011,93638,CA,37.0,-120.0,1,000507,06,039,9.9,2.4,7.9,11.7,12.7,19.9,10.3,16.9,2.4,6.0
1012,93933,CA,36.68,-121.79,1,014202,06,053,8.7,7.4,10.1,9.3,17.1,20.5,14.0,6.6,6.2,0.0
1013,94010,CA,37.57,-122.37,1,605600,06,081,4.0,0.5,2.1,3.8,1.0,5.7,3.3,14.2,11.1,54.4
1014,94024,CA,37.36,-122.09,2,510001,06,085,1.0,0.9,2.5,2.4,3.2,5.3,8.4,15.6,9.9,50.6
1015,94025,CA,37.46,-122.18,1,612500,06,081,0.8,2.7,4.1,4.6,10.4,7.0,7.6,18.8,12.9,31.0
1016,94030,CA,37.61,-122.4,1,604400,06,081,2.2,2.3,5.4,9.4,11.3,14.1,11.2,25.8,10.0,8.3
1017,94040,CA,37.38,-122.09,1,509801,06,085,3.4,2.7,7.0,3.7,6.0,6.8,8.2,17.7,12.3,32.1
1018,94061,CA,37.46,-122.24,1,611100,06,081,2.6,1.7,2.8,3.7,6.7,6.6,6.0,16.3,16.3,37.3
1019,94065,CA,37.53,-122.23,4,610302,06,081,3.4,4.1,6.8,8.4,14.9,21.7,8.1,12.3,8.0,12.3
1020,94085,CA,37.39,-122.02,2,509000,06,085,1.8,1.5,5.1,11.0,14.4,17.5,14.9,10.7,9.2,13.9
1021,94089,CA,37.4,-122.0,1,504805,06,085,3.6,6.0,7.9,4.7,8.8,9.0,14.5,23.0,12.3,10.0
1022,94107,CA,37.77,-122.39,1,060700,06,075,9.4,2.2,2.1,2.6,6.7,8.0,5.3,16.1,16.3,31.4
1023,94110,CA,37.75,-122.42,3,020900,06,075,3.3,8.2,9.2,7.0,11.0,8.6,11.1,13.9,10.0,17.6
1024,94114,CA,37.76,-122.44,1,020401,06,075,0.9,1.0,2.8,2.4,4.7,9.2,5.7,21.2,13.0,39.0
1025,94115,CA,37.79,-122.44,1,013400,06,075,4.4,2.2,3.8,6.4,3.3,7.2,6.5,14.8,12.1,39.3
1026,94117,CA,37.77,-122.44,4,016700,06,075,2.1,0.5,5.9,1.9,5.8,8.1,3.4,16.4,16.6,39.2
1027,94118,CA,37.78,-122.46,2,045100,06,075,4.7,1.5,7.9,7.7,5.0,10.6,11.3,16.1,9.7,25.6
1028,94131,CA,37.75,-122.44,2,021300,06,075,3.7,1.9,2.2,2.6,2.4,3.5,8.5,21.4,14.7,39.1
1029,94158,CA,37.77,-122.391,4,060700,06,075,9.4,2.2,2.1,2.6,6.7,8.0,5.3,16.1,16.3,31.4
1030,94304,CA,37.42,-122.16,2,511500,06,085,3.0,2.1,4.5,2.8,5.2,8.5,11.2,12.2,13.5,37.0
1031,94526,CA,37.81,-121.99,1,345105,06,013,6.2,0.6,1.3,2.5,2.3,10.8,13.1,22.0,13.2,28.0
1032,94541,CA,37.67,-122.11,2,436200,06,001,7.7,4.4,10.3,8.2,19.0,19.8,11.5,14.8,4.4,0.0
1033,94549,CA,37.9,-122.12,2,348000,06,013,2.4,0.0,0.5,1.7,3.0,7.2,7.7,15.5,11.4,50.6
1034,94558,CA,38.5,-122.3,2,201700,06,055,6.9,1.0,1.4,3.6,14.6,18.3,11.1,18.4,9.0,15.7
1035,94559,CA,38.2,-122.3,1,201005,06,055,0.5,2.0,4.4,2.6,5.4,14.4,21.1,27.0,11.1,11.3
1036,94566,CA,37.65,-121.86,1,450701,06,001,2.9,0.6,0.1,1.1,3.4,10.2,9.5,9.7,12.8,49.7
1037,94580,CA,37.68,-122.14,1,435900,06,001,4.3,1.2,4.6,2.3,11.2,13.2,15.9,27.9,12.7,6.7
1038,94582,CA,37.76,-121.92,1,345112,06,013,3.7,0.0,2.5,3.1,4.1,6.1,22.4,18.8,15.6,23.6
1039,94587,CA,37.6,-122.0,1,440100,06,001,4.1,2.1,14.1,6.5,10.9,10.8,17.1,17.8,10.1,6.4
1040,94588,CA,37.7,-121.9,1,450743,06,001,2.2,1.7,5.0,1.2,1.7,6.7,19.4,29.3,19.7,13.1
1041,94590,CA,38.1,-122.25,1,251000,06,095,5.7,10.7,9.7,5.0,17.9,23.7,13.0,11.5,1.5,1.4
1042,94598,CA,37.91,-122.05,1,338204,06,013,2.9,1.0,4.5,2.6,13.1,13.3,16.4,16.3,16.7,13.3
1043,94610,CA,37.81,-122.24,2,405100,06,001,1.6,1.6,1.4,1.2,2.2,5.9,10.1,12.7,16.7,46.8
1044,94618,CA,37.85,-122.24,3,404300,06,001,3.3,1.4,0.7,3.0,5.4,9.6,4.2,11.8,12.0,48.6
1045,94703,CA,37.87,-122.27,1,422900,06,001,23.2,3.9,25.5,11.0,9.1,15.2,0.0,5.0,4.0,3.1
1046,94707,CA,37.9,-122.28,4,421200,06,001,3.4,1.1,2.4,2.0,2.6,9.9,6.0,20.5,10.8,41.4
1047,94939,CA,37.94,-122.53,1,120000,06,041,4.7,1.9,8.3,3.1,7.5,13.8,8.4,18.9,8.5,25.1
1048,94941,CA,37.9,-122.57,1,131100,06,041,3.4,0.0,7.4,2.2,2.0,11.5,11.0,27.2,5.1,30.1
1049,94945,CA,38.13,-122.56,1,101100,06,041,1.4,0.8,5.2,2.4,6.7,11.4,9.3,23.3,11.9,27.6
1050,95014,CA,37.3,-122.07,4,507702,06,085,5.7,0.0,3.9,0.0,4.5,8.6,6.5,13.7,9.7,47.4
1051,95032,CA,37.21,-121.92,1,507002,06,085,1.6,1.4,1.2,3.2,1.7,12.0,6.7,8.2,10.8,53.2
1052,95060,CA,37.0,-122.1,1,120200,06,087,2.7,2.4,7.8,6.4,10.9,10.8,14.9,22.3,7.1,14.9
1053,95062,CA,36.97,-121.99,1,121403,06,087,5.6,2.9,13.7,6.6,9.1,15.3,11.3,22.2,8.3,5.0
1054,95064,CA,36.99,-122.06,1,100400,06,087,22.7,7.6,8.7,5.2,11.5,12.3,2.2,11.3,5.8,12.8
1055,95066,CA,37.07,-122.01,1,120900,06,087,4.3,1.2,2.3,5.4,4.9,16.5,19.2,21.0,9.0,16.3
1056,95073,CA,37.03,-121.93,1,122001,06,087,3.0,3.4,5.4,6.2,10.8,8.3,17.3,23.2,8.3,14.0
1057,95125,CA,37.31,-121.9,3,501800,06,085,0.9,3.0,7.9,5.4,8.0,10.5,7.7,20.2,15.9,20.4
1058,95128,CA,37.32,-121.93,2,502001,06,085,4.5,4.8,11.5,7.9,12.6,12.7,14.6,14.5,7.8,8.9
1059,95129,CA,37.31,-122.0,1,508004,06,085,4.8,0.0,2.5,1.3,10.0,10.0,11.3,23.9,12.4,23.8
1060,95138,CA,37.25,-121.74,1,512001,06,085,0.5,0.0,0.5,2.5,2.3,10.1,7.2,19.5,13.7,43.7
1061,95340,CA,37.4,-120.4,9,001901,06,047,4.3,8.0,20.5,11.2,18.6,22.6,7.4,5.0,2.3,0.3
1062,95348,CA,37.4,-120.5,3,002500,06,047,4.3,7.9,7.9,9.8,13.4,17.1,10.3,18.0,3.6,7.8
1063,95355,CA,37.67,-120.94,1,000911,06,099,5.3,6.9,5.7,11.3,14.7,26.1,9.0,12.1,6.0,2.8
1064,95366,CA,37.76,-121.12,1,005003,06,077,0.5,0.3,7.3,7.2,12.3,11.7,10.7,16.9,15.4,17.6
1065,95377,CA,37.7,-121.6,1,451101,06,001,2.7,0.8,0.7,1.7,7.0,9.4,12.2,16.6,16.7,32.2
1066,95403,CA,38.51,-122.76,4,152701,06,097,2.1,8.4,9.5,7.2,10.1,13.6,11.8,12.3,9.1,15.7
1067,95448,CA,38.7,-122.9,3,154100,06,097,5.2,3.4,7.3,4.4,12.5,15.4,10.0,12.6,9.8,19.4
1068,95472,CA,38.4,-122.9,1,153600,06,097,6.8,4.7,8.5,4.1,16.7,13.9,10.6,14.8,6.1,13.9
1069,95521,CA,40.8,-124.1,1,000800,06,023,6.1,6.2,4.8,7.9,12.6,28.6,19.3,10.9,0.5,3.1
1070,95616,CA,38.56,-121.82,3,010505,06,113,9.7,4.8,3.1,4.7,7.8,9.6,10.9,14.5,13.7,21.1
1071,95618,CA,38.6,-121.7,1,010505,06,113,9.7,4.8,3.1,4.7,7.8,9.6,10.9,14.5,13.7,21.1
1072,95628,CA,38.66,-121.26,1,008008,06,067,2.3,1.5,4.8,9.6,7.9,15.6,14.7,19.0,10.6,14.1
1073,95630,CA,38.67,-121.15,1,008506,06,067,1.7,1.9,19.4,9.0,14.5,15.4,11.0,18.4,7.0,1.5
1074,95661,CA,38.74,-121.26,1,020712,06,061,5.6,6.5,9.2,9.2,11.9,18.2,16.3,15.9,2.4,4.9
1075,95662,CA,38.68,-121.23,3,008203,06,067,6.0,2.1,10.6,7.9,14.4,14.7,10.6,19.9,5.8,8.0
1076,95695,CA,38.8,-121.9,1,011400,06,113,7.0,5.6,13.1,7.6,17.6,16.1,10.5,11.8,5.8,4.8
1077,95747,CA,38.78,-121.37,1,021322,06,061,3.8,2.2,3.9,7.7,6.2,12.4,11.6,21.8,15.9,14.3
1078,95816,CA,38.58,-121.47,1,000400,06,067,4.8,3.0,11.2,9.0,11.5,21.2,13.2,16.8,4.0,5.2
1079,95818,CA,38.56,-121.49,1,002300,06,067,2.4,2.8,3.5,1.0,5.7,11.3,14.2,30.0,16.3,12.8
1080,95819,CA,38.57,-121.44,1,000200,06,067,2.0,1.4,7.2,2.7,5.5,9.1,15.3,26.7,10.8,19.3
1081,95820,CA,38.54,-121.45,4,002900,06,067,4.4,3.6,7.0,12.4,16.4,16.7,18.4,13.8,2.5,4.9
1082,95864,CA,38.59,-121.38,1,005702,06,067,1.8,3.7,1.9,3.2,4.8,10.1,9.5,20.5,20.1,24.3
1083,96001,CA,40.6,-122.5,1,012400,06,089,5.6,5.1,12.5,13.4,12.0,16.4,6.7,16.9,6.4,5.1
1084,96022,CA,40.4,-122.4,1,012303,06,089,2.4,12.1,7.5,12.3,13.1,15.3,10.0,14.9,9.4,2.9
1085,96712,HI,21.64,-158.05,4,010100,15,003,2.3,2.0,2.2,5.1,8.2,18.4,16.4,21.4,10.3,13.7
1086,96790,HI,20.7,-156.2,2,030301,15,009,3.8,3.7,5.1,9.7,11.6,13.0,10.9,19.8,10.3,11.9
1087,96816,HI,21.3,-157.79,1,001000,15,003,7.9,0.2,4.2,8.3,8.5,15.2,13.1,20.7,10.2,11.6
1088,96817,HI,21.34,-157.84,3,004600,15,003,0.7,3.0,0.7,5.9,9.4,13.5,13.4,15.1,11.3,26.8
1089,96821,HI,21.3,-157.75,3,000301,15,003,4.6,0.9,0.8,3.6,3.7,9.2,10.8,23.2,15.2,28.0
1090,97006,OR,45.52,-122.86,1,031610,41,067,3.1,2.7,7.7,9.3,17.5,20.7,15.9,12.5,5.9,4.7
1091,97007,OR,45.45,-122.88,4,031804,41,067,7.0,1.3,4.0,5.6,14.3,10.8,15.7,12.6,10.0,18.8
1092,97009,OR,45.42,-122.34,1,023401,41,005,3.2,5.5,8.6,8.3,13.0,15.2,13.4,19.3,6.0,7.5
1093,97030,OR,45.51,-122.43,1,010405,41,051,3.3,2.0,13.2,16.5,13.8,25.0,9.2,14.6,1.6,0.7
1094,97034,OR,45.41,-122.68,2,020404,41,005,0.7,1.4,4.4,3.3,6.9,8.4,8.0,16.6,17.7,32.7
1095,97035,OR,45.41,-122.72,1,020200,41,005,3.6,2.9,7.5,4.8,6.6,12.0,13.0,11.3,13.1,25.3
1096,97062,OR,45.37,-122.76,1,032108,41,067,0.6,3.7,3.7,3.4,4.5,14.0,18.4,29.1,13.5,9.1
1097,97068,OR,45.34,-122.66,1,022702,41,005,3.6,0.6,3.8,5.8,6.9,9.8,8.3,27.3,15.0,19.0
1098,97140,OR,45.3,-122.9,1,030101,41,071,2.5,2.4,3.1,4.2,15.5,15.0,15.3,18.6,8.9,14.5
1099,97202,OR,45.48,-122.64,2,000301,41,051,10.0,6.8,10.7,8.7,19.2,13.2,8.6,13.4,4.4,4.7
1100,97205,OR,45.52,-122.7,1,004601,41,051,2.6,2.0,3.7,2.4,5.9,17.8,11.1,11.1,7.4,35.9
1101,97209,OR,45.53,-122.68,6,005100,41,051,14.6,5.9,13.7,12.1,4.1,10.2,8.1,14.6,5.3,11.5
1102,97210,OR,45.55,-122.73,2,004300,41,051,3.4,1.3,5.4,7.7,6.5,13.8,12.9,20.9,10.3,17.8
1103,97211,OR,45.58,-122.64,1,007300,41,051,4.7,2.3,9.9,16.9,19.7,18.8,23.5,1.9,2.3,0.0
1104,97212,OR,45.54,-122.64,2,002501,41,051,1.5,0.5,5.7,2.0,4.8,7.7,13.8,24.2,13.7,26.2
1105,97215,OR,45.51,-122.6,1,001601,41,051,4.2,3.6,9.3,11.2,11.8,12.1,13.3,20.7,7.9,5.8
1106,97218,OR,45.58,-122.59,1,007300,41,051,4.7,2.3,9.9,16.9,19.7,18.8,23.5,1.9,2.3,0.0
1107,97223,OR,45.45,-122.8,1,031006,41,067,5.9,4.4,9.5,9.3,13.0,22.2,12.4,17.6,4.3,1.2
1108,97227,OR,45.54,-122.68,1,002303,41,051,16.2,4.9,8.0,9.3,14.1,18.4,9.2,10.3,8.2,1.4
1109,97231,OR,45.7,-122.8,1,007100,41,051,5.6,3.9,5.9,4.4,11.4,14.5,13.5,16.5,7.7,16.8
1110,97267,OR,45.4,-122.62,2,021700,41,005,8.3,2.5,16.3,13.5,14.2,17.4,9.6,12.4,3.2,2.5
1111,97401,OR,44.07,-123.08,1,003000,41,039,3.7,2.9,12.9,6.1,16.1,18.7,10.7,12.5,9.6,6.7
1112,97504,OR,42.3,-122.8,1,000602,41,029,11.1,7.1,13.1,15.5,9.9,13.7,11.1,9.2,5.5,3.8
1113,97520,OR,42.2,-122.5,1,002500,41,029,5.0,3.6,11.9,6.2,6.3,15.8,11.9,22.2,9.8,7.3
1114,97702,OR,43.9,-121.3,4,000100,41,017,3.2,0.7,3.5,8.5,5.8,12.3,16.2,23.0,12.8,13.9
1115,97753,OR,44.2,-121.0,1,950300,41,013,4.6,6.8,18.5,10.9,12.3,15.8,13.4,10.5,4.7,2.4
1116,97801,OR,45.7,-118.8,1,950400,41,059,3.8,8.3,4.9,11.1,16.9,20.3,10.7,14.8,3.7,5.5
1117,97850,OR,45.2,-118.3,5,970600,41,061,4.2,3.9,9.0,10.2,10.2,19.3,11.4,17.4,7.1,7.3
1118,98006,WA,47.56,-122.15,1,024901,53,033,2.2,0.0,3.0,5.1,3.9,8.4,7.1,26.0,17.0,27.1
1119,98008,WA,47.61,-122.11,2,023000,53,033,2.1,1.1,2.5,5.4,8.2,8.3,13.7,12.3,15.7,30.6
1120,98014,WA,47.6,-121.9,1,032601,53,033,0.7,0.0,4.7,7.5,6.5,10.7,16.8,28.5,10.1,14.5
1121,98020,WA,47.81,-122.37,1,050500,53,061,4.6,3.8,5.6,11.2,10.6,16.1,11.2,14.3,6.4,16.2
1122,98021,WA,47.8,-122.2,1,051925,53,061,2.9,1.7,3.2,1.0,7.3,14.4,7.4,21.3,18.1,22.8
1123,98029,WA,47.56,-122.02,1,032212,53,033,1.3,0.0,0.6,1.9,4.4,12.7,10.8,22.9,17.6,27.8
1124,98034,WA,47.72,-122.21,1,022202,53,033,7.1,2.7,1.9,8.4,9.3,10.5,9.3,29.7,11.3,9.8
1125,98040,WA,47.56,-122.23,4,024601,53,033,1.2,0.4,4.8,2.0,1.6,5.0,6.7,18.3,13.7,46.1
1126,98058,WA,47.44,-122.12,2,031907,53,033,2.8,1.6,4.3,4.3,7.0,14.5,19.0,24.3,15.5,6.8
1127,98059,WA,47.5,-122.11,1,031903,53,033,1.9,1.8,7.5,6.0,7.9,15.8,9.8,24.4,9.9,15.1
1128,98102,WA,47.64,-122.33,3,006100,53,033,1.5,1.5,1.1,3.6,8.8,18.4,12.5,24.0,9.7,18.8
1129,98103,WA,47.67,-122.34,1,004600,53,033,0.6,2.1,2.9,2.5,7.8,11.5,18.4,14.6,16.1,23.6
1130,98105,WA,47.66,-122.3,1,005302,53,033,48.0,13.4,7.1,18.9,3.9,8.7,0.0,0.0,0.0,0.0
1131,98109,WA,47.63,-122.34,1,006700,53,033,1.8,0.0,1.4,4.5,7.8,17.7,12.8,24.6,19.2,10.1
1132,98110,WA,47.6,-122.5,2,091000,53,035,2.9,2.6,2.8,3.4,4.5,11.7,12.2,22.7,13.1,24.1
1133,98112,WA,47.62,-122.3,2,007700,53,033,0.8,0.0,2.6,3.2,8.2,13.8,13.9,24.4,8.3,24.9
1134,98115,WA,47.68,-122.29,3,003900,53,033,3.0,4.1,2.4,9.2,6.0,12.9,9.7,13.9,9.7,29.1
1135,98117,WA,47.69,-122.38,1,003000,53,033,2.9,2.4,3.7,7.7,6.4,13.2,,23.9,12.4,14.3
1136,98118,WA,47.55,-122.26,2,010200,53,033,2.6,1.5,3.8,5.9,8.2,15.8,12.5,22.1,12.4,15.2
1137,98121,WA,47.61,-122.35,1,008001,53,033,9.7,5.0,5.5,3.8,5.5,7.0,13.8,19.3,9.9,20.3
1138,98133,WA,47.74,-122.34,1,021000,53,033,1.7,2.1,4.9,3.4,14.9,18.4,16.6,27.6,6.1,4.3
1139,98144,WA,47.58,-122.3,2,010001,53,033,9.3,2.9,8.6,6.6,12.2,14.1,12.9,16.9,9.8,6.7
1140,98275,WA,47.91,-122.3,1,042001,53,061,5.1,3.6,1.4,6.3,4.9,14.9,11.8,17.7,14.7,19.5
1141,98366,WA,47.5,-122.6,1,092801,53,035,3.5,2.0,7.0,4.8,9.4,22.2,17.6,21.0,6.4,6.0
1142,98370,WA,47.8,-122.6,1,090202,53,035,0.8,0.9,3.4,5.0,6.8,19.4,18.5,26.8,12.8,5.7
1143,98383,WA,47.68,-122.71,1,090300,53,035,3.9,2.5,10.7,9.2,13.2,38.1,16.9,4.7,0.7,0.0
1144,98405,WA,47.25,-122.47,1,061200,53,053,5.6,3.7,8.8,7.6,10.7,23.8,15.1,17.9,5.6,1.0
1145,98466,WA,47.22,-122.54,2,072307,53,053,5.7,5.7,10.4,9.7,10.3,22.1,13.7,13.7,5.4,3.2
1146,98503,WA,47.03,-122.8,2,011410,53,067,2.1,3.8,6.0,7.3,16.5,30.6,16.6,12.8,3.2,1.1
1147,98592,WA,47.32,-123.06,1,960500,53,045,2.8,8.1,2.5,9.4,11.6,22.3,17.9,11.6,8.7,5.2
1148,98607,WA,45.7,-122.4,1,040603,53,011,5.6,1.7,3.1,5.7,9.4,19.7,13.1,22.8,9.8,9.0
1149,98685,WA,45.72,-122.69,1,040909,53,011,1.5,1.1,5.6,5.5,15.6,18.0,20.4,9.9,12.8,9.6
1150,98802,WA,47.5,-120.2,3,950200,53,017,4.6,4.3,10.6,14.1,17.6,22.5,10.8,11.1,2.8,1.5
1151,98815,WA,47.5,-120.5,1,960500,53,007,5.7,3.5,5.6,7.1,19.9,17.5,16.1,13.3,6.0,5.3
1152,98826,WA,47.7,-120.8,1,960200,53,007,13.7,2.9,6.5,10.3,16.0,19.3,10.2,15.8,4.4,0.9
1153,98921,WA,46.4,-120.2,1,002200,53,077,2.1,4.7,8.8,9.5,14.1,25.8,10.1,18.5,2.6,3.9
1154,99201,WA,47.66,-117.44,1,002300,53,063,10.6,5.8,10.8,15.3,11.1,22.5,13.2,6.5,4.2,0.0
1155,99203,WA,47.63,-117.41,1,004200,53,063,2.8,0.9,3.2,4.6,8.9,22.1,14.1,23.7,10.0,9.7
1156,99354,WA,46.5,-119.5,4,012000,53,005,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
1157,99362,WA,46.1,-118.3,2,920200,53,071,4.3,1.7,4.8,4.9,24.3,23.4,12.5,11.1,7.3,5.7
1158,99654,AK,61.6,-149.4,1,000705,02,170,2.9,0.5,3.8,6.8,11.4,21.1,17.7,20.8,8.1,6.9
1159,99801,AK,58.0,-134.0,4,000300,02,105,2.5,3.2,11.2,11.8,11.9,18.8,15.6,14.3,8.4,2.2
